Daily_AOV,Avg_Freight_Ratio,Sales_Lag_1,Sales_Lag_7,Rolling_Mean_7d,DayOfWeek,Is_Weekend,DayOfMonth,Month
243.88305263157895,0.3254009309743929,18902.94,10025.6,12773.394285714285,3,0,6,4
156.47823529411764,0.3299458816726916,23168.89,12199.56,14651.007142857141,4,0,7,4
133.10742424242426,0.3258013018719743,13300.65,17697.37,14808.305714285714,5,1,8,4
112.6390410958904,0.3969170496761657,8785.09,9129.880000000001,13535.122857142856,6,1,9,4
134.85413793103447,0.33301976838495584,8222.65,9156.76,13405.51857142857,0,0,10,4
107.74688311688313,0.3344162668713305,11732.31,12301.65,13773.454285714284,1,0,11,4
130.3047619047619,0.31188295172957414,8296.51,18902.94,13201.29142857143,2,0,12,4
161.52383333333333,0.30978238608639425,8209.2,23168.89,11673.614285714286,3,0,13,4
154.12566037735849,0.3760117412407988,9691.43,13300.65,9748.262857142856,4,0,14,4
160.26807692307693,0.34831560213551943,8168.66,8785.09,9015.121428571429,5,1,15,4
111.3461224489796,0.3661964938271325,8333.94,8222.65,8950.671428571428,6,1,16,4
144.87184615384615,0.2902025183521065,5455.96,11732.31,8555.43,0,0,17,4
299.8129577464789,0.2821584974821128,9416.67,8296.51,8224.624285714284,1,0,18,4
124.7779381443299,0.27505557695970134,21286.72,8209.2,10080.368571428571,2,0,19,4
139.30354166666666,0.37052072058241414,12103.46,9691.43,10636.691428571428,3,0,20,4
124.3780882352941,0.36497718866269346,13373.14,8168.66,11162.65,4,0,21,4
154.94192771084337,0.31680846238239635,8457.71,8333.94,11203.942857142856,5,1,22,4
116.73197674418606,0.2918035091340993,12860.18,5455.96,11850.548571428571,6,1,23,4
131.73939130434783,0.3119974542847862,10038.95,9416.67,12505.261428571428,0,0,24,4
132.17783783783784,0.3341015963791616,15150.03,21286.72,13324.312857142857,1,0,25,4
127.358,0.34648954802963294,14671.74,12103.46,12379.315714285714,2,0,26,4
130.3887341772152,0.44609442741433825,15919.75,13373.14,12924.5,3,0,27,4
161.12744897959183,0.3075846489106916,10300.710000000001,8457.71,12485.581428571428,4,0,28,4
163.1867123287671,0.2989816538879747,15790.49,12860.18,13533.121428571429,5,1,29,4
118.98764705882353,0.29375065596818606,11912.63,10038.95,13397.757142857143,6,1,30,4
108.45060344827587,0.3812989240216658,8091.16,15150.03,13119.501428571428,0,0,1,5
141.1216,0.30566174296578275,12580.27,14671.74,12752.392857142857,1,0,2,5
98.5643137254902,0.33514772163572687,17640.2,15919.75,13176.45857142857,2,0,3,5
125.07916666666667,0.2964036874542768,10053.56,10300.710000000001,12338.43142857143,3,0,4,5
126.99781818181819,0.3601259494702989,13508.55,15790.49,12796.694285714286,4,0,5,5
151.58859813084112,0.3391427453930931,13969.76,11912.63,12536.59,5,1,6,5
157.50339449541283,0.380264847587319,16219.98,8091.16,13151.925714285713,6,1,7,5
132.36401639344263,0.30640973708426433,17167.87,12580.27,14448.598571428573,0,0,8,5
166.69639999999998,0.33612696030173267,16148.41,17640.2,14958.332857142857,1,0,9,5
181.9781739130435,0.270089771189026,20837.05,10053.56,15415.025714285715,2,0,10,5
144.16309523809522,0.2964085632263276,20927.49,13508.55,16968.444285714282,3,0,11,5
111.82044247787611,0.33310766986805335,18164.55,13969.76,17633.587142857144,4,0,12,5
124.91301369863014,0.3287086458686972,12635.710000000001,16219.98,17443.00857142857,5,1,13,5
135.89017857142858,0.31547719331832325,9118.65,17167.87,16428.532857142858,6,1,14,5
116.63655844155844,0.36398422428615046,15219.7,16148.41,16150.222857142857,0,0,15,5
140.23099337748346,0.286026743696827,17962.03,20837.05,16409.31142857143,1,0,16,5
130.09879432624115,0.32397006780335724,21174.88,20927.49,16457.572857142855,2,0,17,5
145.96104,0.30155432179026886,18343.93,18164.55,16088.492857142857,3,0,18,5
127.7615972222222,0.31163721751688866,18245.13,12635.710000000001,16100.004285714285,4,0,19,5
147.67236111111112,0.31790176812430937,18397.67,9118.65,16923.141428571427,5,1,20,5
117.7445945945946,0.3622745851091162,10632.41,15219.7,17139.39285714286,6,1,21,5
171.71756756756758,0.3114438474707154,17426.2,17962.03,17454.60714285714,0,0,22,5
142.38704,0.28304315016044634,25414.2,21174.88,18519.202857142856,1,0,23,5
165.60971631205675,0.34436621389067373,17798.38,18343.93,18036.845714285715,2,0,24,5
146.51228571428572,0.31771501564003835,23350.97,18245.13,18752.13714285714,3,0,25,5
136.55358974358975,0.41546194006607245,15383.79,18397.67,18343.374285714286,4,0,26,5
174.56185185185186,0.34707069583609823,10651.18,10632.41,17236.73285714286,5,1,27,5
94.5165306122449,0.3317886621142446,14139.51,17426.2,17737.747142857144,6,1,28,5
119.70164556962025,0.3073309587572247,9262.62,25414.2,16571.52142857143,0,0,29,5
140.6419607843137,0.3030213415865427,18912.86,17798.38,15642.75857142857,1,0,30,5
162.2075396825397,0.28173715422286094,14345.48,23350.97,15149.487142857144,2,0,31,5
155.6875,0.2992183924947684,20438.15,15383.79,14733.369999999999,3,0,1,6
151.8359523809524,0.2772989549464065,19305.25,10651.18,15293.578571428572,4,0,2,6
117.41966292134832,0.3239178711109913,19131.33,14139.51,16505.02857142857,5,1,3,6
137.259702970297,0.267495853034766,10450.35,9262.62,15978.005714285715,6,1,4,6
165.647602739726,0.25574498864590645,13863.23,18912.86,16635.235714285714,0,0,5,6
109.69285714285714,0.39105800080932457,24184.55,14345.48,17388.334285714285,1,0,6,6
102.99725806451613,0.3307895169991966,14589.15,20438.15,17423.144285714287,2,0,7,6
135.05897810218977,0.30746674597611284,12771.66,19305.25,16327.93142857143,3,0,8,6
151.42783018867925,0.41431990074877023,18503.079999999998,19131.33,16213.335714285715,4,0,9,6
108.16250000000001,0.35794983135672087,16051.35,10450.35,15773.33857142857,5,1,10,6
126.58017699115044,0.33974924530050143,8220.35,13863.23,15454.767142857143,6,1,11,6
118.42488,0.323292784783478,14303.56,24184.55,15517.671428571428,0,0,12,6
112.12872,0.3342351702357675,14803.11,14589.15,14177.465714285714,1,0,13,6
157.2436153846154,0.32357736336593756,14016.09,12771.66,14095.6,2,0,14,6
119.04364485981309,0.32192425987095946,20441.670000000002,18503.079999999998,15191.315714285713,3,0,15,6
133.07453608247422,0.30968487029987674,12737.67,16051.35,14367.685714285717,4,0,16,6
152.22662162162163,0.30457911890114414,12908.23,8220.35,13918.668571428572,5,1,17,6
198.17955555555557,0.3237847499891357,11264.77,14303.56,14353.585714285715,6,1,18,6
145.92839743589744,0.29970165523371756,17836.16,14803.11,14858.242857142859,0,0,19,6
119.22097826086956,0.4376747461366725,22764.83,14016.09,15995.63142857143,1,0,20,6
176.67571428571426,0.45787373901990397,10968.33,20441.670000000002,15560.237142857144,2,0,21,6
100.30465909090908,0.3760311996663597,6183.65,12737.67,13523.377142857144,3,0,22,6
124.14,0.32475718788784896,8826.81,12908.23,12964.682857142858,4,0,23,6
109.54802631578947,0.35661459661342454,13282.98,11264.77,13018.218571428572,5,1,24,6
168.05885714285714,0.31510584819796367,8325.65,17836.16,12598.344285714285,6,1,25,6
186.31611111111113,0.31317289562449935,17646.18,22764.83,12571.204285714284,0,0,26,6
119.15435714285715,0.3135343085755592,13414.76,10968.33,11235.48,1,0,27,6
122.13183333333333,0.32840335989164604,16681.61,6183.65,12051.662857142857,2,0,28,6
110.63209090909092,0.3247898826544751,14655.82,8826.81,13261.972857142857,3,0,29,6
136.9558064516129,0.29860995354838243,12169.53,13282.98,13739.504285714287,4,0,30,6
151.896875,0.31442880156823944,12736.89,8325.65,13661.49142857143,5,1,1,7
109.4232380952381,0.32981257245129947,12151.75,17646.18,14208.077142857144,6,1,2,7
141.97478632478632,0.3306724381480632,11489.44,13414.76,13328.54285714286,0,0,3,7
125.88813008130082,0.3302905322079509,16611.05,16681.61,13785.155714285715,1,0,4,7
148.49685714285715,0.31041279470290256,15484.24,14655.82,13614.102857142858,2,0,5,7
150.16027027027027,0.29605197735702127,20789.56,12169.53,14490.351428571428,3,0,6,7
116.77666666666667,0.33027878092604873,22223.72,12736.89,15926.664285714285,4,0,7,7
122.97421686746989,0.2617095422974565,13662.87,12151.75,16058.947142857141,5,1,8,7
91.082,0.35839122068154644,10206.86,11489.44,15781.105714285713,6,1,9,7
123.76378571428572,0.33224199063711257,8197.38,16611.05,15310.811428571427,0,0,10,7
124.77648148148148,0.31313235531277767,17326.93,15484.24,15413.08,1,0,11,7
128.72630872483222,0.32240083657781116,20213.79,20789.56,16088.73,2,0,12,7
106.06569343065694,0.35770477127382244,19180.22,22223.72,15858.824285714287,3,0,13,7
125.80637583892619,0.3330907937608871,14531.0,13662.87,14759.864285714286,4,0,14,7
111.53632653061224,0.35324869628536987,18745.15,10206.86,15485.904285714289,5,1,15,7
119.83571428571429,1.1998678784064487,10930.56,8197.38,15589.290000000003,6,1,16,7
132.23914110429448,0.26988670912483015,13421.6,17326.93,16335.607142857143,0,0,17,7
148.6221052631579,0.2765703757878995,21554.98,20213.79,16939.614285714288,1,0,18,7
110.30226666666667,0.29475684798774365,28238.2,19180.22,18085.95857142857,2,0,19,7
135.9863829787234,0.33057505386277597,16545.34,14531.0,17709.547142857144,3,0,20,7
117.97236842105264,0.3002803051445594,19174.08,18745.15,18372.844285714287,4,0,21,7
130.19102272727272,0.3561469577521019,13448.85,10930.56,17616.230000000003,5,1,22,7
116.51548076923078,0.28334505159884427,11456.81,13421.6,17691.408571428572,6,1,23,7
122.12807453416148,0.2921845830082128,12117.61,21554.98,17505.124285714286,0,0,24,7
115.77834437086092,0.31961076514019315,19662.62,28238.2,17234.787142857145,1,0,25,7
91.58723577235772,0.4175518318883292,17482.53,16545.34,15698.262857142856,2,0,26,7
127.5929268292683,0.33754117315071325,11265.23,19174.08,14943.961428571429,3,0,27,7
151.8421212121212,0.29712997005799147,15693.93,13448.85,14446.797142857144,4,0,28,7
138.81973913043478,0.2562971623764017,20043.16,11456.81,15388.841428571426,5,1,29,7
110.63991452991453,0.3283606858710419,15964.27,12117.61,16032.764285714284,6,1,30,7
117.5025850340136,0.33269862560901825,12944.87,19662.62,16150.944285714286,0,0,31,7
131.7881212121212,0.31689126450188215,17272.88,17482.53,15809.552857142857,1,0,1,8
117.07741935483871,0.3148391320642265,21745.04,11265.23,16418.48285714286,2,0,2,8
130.99664383561642,0.29454143288204093,18147.0,15693.93,17401.59285714286,3,0,3,8
130.22425531914894,0.30597629461146914,19125.51,20043.16,17891.818571428572,4,0,4,8
103.88617391304348,0.3240415410906985,18361.62,15964.27,17651.59857142857,5,1,5,8
131.30685185185186,0.3747587824056554,11946.91,12944.87,17077.69,6,1,6,8
148.1391082802548,0.27584515919622205,14181.14,17272.88,17254.3,0,0,7,8
127.81938356164385,0.28785261130187095,23257.84,21745.04,18109.294285714284,1,0,8,8
146.17267605633802,0.30601401676519946,18661.63,18147.0,17668.807142857142,2,0,9,8
128.7841935483871,0.29548197944587473,20756.52,19125.51,18041.595714285715,3,0,10,8
145.21188405797102,0.3486897178356694,19961.55,18361.62,18161.030000000002,4,0,11,8
144.13257731958763,0.2911540923961437,20039.24,11946.91,18400.69,5,1,12,8
134.06728260869565,0.36044277061366403,13980.86,14181.14,18691.254285714287,6,1,13,8
116.38698717948718,0.2922519807152895,12334.19,23257.84,18427.404285714285,0,0,14,8
122.93917098445597,0.29754909164609783,18156.37,18661.63,17698.622857142855,1,0,15,8
138.44173410404622,0.34356823583292345,23727.260000000002,20756.52,18422.284285714286,2,0,16,8
118.43812903225806,0.29017778044643927,23950.42,19961.55,18878.555714285718,3,0,17,8
117.34253424657533,0.29573740199434617,18357.91,20039.24,18649.464285714286,4,0,18,8
119.53824074074073,0.37836759973827305,17132.01,13980.86,18234.145714285714,5,1,19,8
124.98815533980583,0.3642305888249898,12910.13,12334.19,18081.184285714287,6,1,20,8
125.53305084745762,0.3353455938826154,12873.78,18156.37,18158.268571428573,0,0,21,8
122.25823529411764,0.359329452406131,22219.35,23727.260000000002,18738.69428571429,1,0,22,8
143.0054954954955,0.2586952503761691,16627.12,23950.42,17724.38857142857,2,0,23,8
106.04055555555556,0.30780039952971333,15873.61,18357.91,16570.558571428573,3,0,24,8
123.2790243902439,0.28976765274265226,13361.11,17132.01,15856.729999999998,4,0,25,8
109.05043010752689,0.3317171658200744,15163.32,12910.13,15575.488571428572,5,1,26,8
113.28711864406779,0.38690496386387946,10141.69,12873.78,15179.997142857143,6,1,27,8
143.51303225806453,0.3039407106444996,13367.88,22219.35,15250.582857142856,0,0,28,8
246.39766423357668,0.2913948548584885,22244.52,16627.12,15254.17857142857,1,0,29,8
173.80988764044943,0.3077980260681268,33756.48,15873.61,17701.230000000003,2,0,30,8
139.67236486486485,0.30136315164798594,30938.16,13361.11,19853.308571428573,3,0,31,8
180.2096835443038,0.3125628078079437,20671.51,15163.32,20897.65142857143,4,0,1,9
174.31403846153847,0.3234454893278367,28473.13,10141.69,22799.052857142855,5,1,2,9
222.36328,0.24068890884864597,18128.66,13367.88,23940.04857142857,6,1,3,9
168.49986486486486,0.2752301949531314,27795.41,22244.52,26001.124285714286,0,0,4,9
136.24383116883115,0.30194485884675026,24937.98,33756.48,26385.90428571429,1,0,5,9
183.03292857142858,0.28680370167838887,20981.55,30938.16,24560.914285714283,2,0,6,9
174.159793814433,0.30071973646140077,25624.61,20671.51,23801.835714285717,3,0,7,9
103.33452173913042,0.32792903053780625,16893.5,28473.13,23262.120000000003,4,0,8,9
142.28801886792454,0.35257771374978575,11883.47,18128.66,20892.168571428574,5,1,9,9
131.92792592592593,0.2605113909562034,15082.53,27795.41,20457.007142857146,6,1,10,9
131.33022471910112,0.28114446160767453,17810.27,24937.98,19030.558571428573,0,0,11,9
133.0196568627451,0.2983405821471253,23376.78,20981.55,18807.53,1,0,12,9
134.60136585365854,0.3146193370208944,27136.010000000002,25624.61,19686.738571428574,2,0,13,9
135.8901204819277,0.30999163726630785,27593.28,16893.5,19967.977142857144,3,0,14,9
122.48839999999998,0.3602642185184557,22557.76,11883.47,20777.157142857144,4,0,15,9
163.9331007751938,0.2824186647679681,18373.26,15082.53,21704.27,5,1,16,9
159.83536,0.2736698524688006,21147.37,17810.27,22570.675714285717,6,1,17,9
155.67109289617488,0.2730303441835189,19979.420000000002,23376.78,22880.554285714286,0,0,18,9
131.09771241830066,0.2865836368695031,28487.81,27136.010000000002,23610.701428571425,1,0,19,9
137.28291925465837,0.30781316807963927,20057.95,27593.28,22599.55,2,0,20,9
126.77019999999999,0.3280075856056348,22102.55,22557.76,21815.16,3,0,21,9
119.5229411764706,0.2766517840219608,19015.53,18373.26,21309.12714285714,4,0,22,9
123.68823529411765,0.39528990634445726,16255.12,21147.37,21006.535714285714,5,1,23,9
115.48451327433628,0.2934429921298734,10513.5,19979.420000000002,19487.411428571428,6,1,24,9
135.24135338345863,0.36678786675719666,13049.75,28487.81,18497.45857142857,0,0,25,9
121.12793296089386,0.29355830104095987,17987.1,20057.95,16997.35714285714,1,0,26,9
143.3813888888889,0.3012062058148454,21681.9,22102.55,17229.35,2,0,27,9
163.83464788732394,0.2745759690908854,20646.920000000002,19015.53,17021.402857142857,3,0,28,9
266.1944827586207,0.29374196796054713,23264.52,16255.12,17628.40142857143,4,0,29,9
116.38064220183486,0.3026481449058025,30878.56,10513.5,19717.464285714286,5,1,30,9
147.041171875,0.27580354875929936,12685.49,13049.75,20027.74857142857,6,1,1,10
153.27218309859157,0.3150427470219674,18821.27,17987.1,20852.25142857143,0,0,2,10
131.9119696969697,0.3255173106487841,21764.65,21681.9,21391.90142857143,1,0,3,10
135.0171974522293,0.33323913036531655,26118.57,20646.920000000002,22025.71142857143,2,0,4,10
182.268,0.25089409087342945,21197.7,23264.52,22104.394285714283,3,0,5,10
135.59261904761905,0.2963723561142821,25517.52,30878.56,22426.25142857143,4,0,6,10
149.28174757281553,0.26549262544861324,17084.670000000002,12685.49,20455.695714285714,5,1,7,10
133.37911290322583,0.3110635313048909,15376.02,18821.27,20840.057142857142,6,1,8,10
158.83659685863876,0.3073009854697576,16539.010000000002,21764.65,20514.02,0,0,9,10
156.39516666666668,0.35455136932644715,30337.79,26118.57,21738.754285714287,1,0,10,10
145.31647435897435,0.29499011871642145,28151.13,21197.7,22029.12,2,0,11,10
133.9587857142857,0.2903116188113562,22669.37,25517.52,22239.358571428573,3,0,12,10
151.531059602649,0.2961286046454598,18754.23,17084.670000000002,21273.174285714285,4,0,13,10
116.62775862068965,0.3730425594370121,22881.19,15376.02,22101.248571428576,5,1,14,10
156.26541666666665,0.33529654357593325,13528.82,16539.010000000002,21837.362857142853,6,1,15,10
157.6296907216495,0.33357827799091183,18751.85,30337.79,22153.482857142855,0,0,16,10
150.6384263959391,0.3214380080482508,30580.16,28151.13,22188.10714285714,1,0,17,10
154.87380681818183,0.29832442394207614,29675.77,22669.37,22405.91285714286,2,0,18,10
132.70691428571428,0.2758921330915784,27257.79,18754.23,23061.40142857143,3,0,19,10
155.21833333333333,0.29398049199330734,23223.71,22881.19,23699.89857142857,4,0,20,10
136.20409090909092,0.2855341030330703,18626.2,13528.82,23092.042857142857,5,1,21,10
126.03063694267517,0.36420334541482136,14982.45,18751.85,23299.704285714284,6,1,22,10
141.0006329113924,0.3312829688694222,19786.81,30580.16,23447.555714285718,0,0,23,10
134.58091463414635,0.30773457945113114,22278.1,29675.77,22261.547142857144,1,0,24,10
113.6822077922078,0.31531667396022317,22071.27,27257.79,21175.190000000002,2,0,25,10
157.85419580419583,0.3742976690948308,17507.06,23223.71,19782.22857142857,3,0,26,10
155.55404580152674,0.27664401585355575,22573.15,18626.2,19689.29142857143,4,0,27,10
191.66988372093024,0.3441077102692592,20377.58,14982.45,19939.488571428574,5,1,28,10
132.82884615384614,0.3351725250045347,16483.61,19786.81,20153.94,6,1,29,10
140.42520833333333,0.27871056561650615,17267.75,22278.1,19794.074285714283,0,0,30,10
151.6751592356688,0.27649621699285126,20221.23,22071.27,19500.235714285718,1,0,31,10
177.83128440366974,0.27754969385536943,23813.0,17507.06,19749.054285714286,2,0,1,11
175.73330578512397,0.25704729954165506,19383.61,22573.15,20017.132857142857,3,0,2,11
165.53659420289856,0.2688570557369772,21263.73,20377.58,19830.07285714286,4,0,3,11
172.69432432432433,0.2871689496410542,22844.05,16483.61,20182.425714285713,5,1,4,11
122.88964539007091,0.3754624954847344,19169.07,17267.75,20566.062857142857,6,1,5,11
150.52784210526318,0.2950145116994134,17327.44,20221.23,20574.59,0,0,6,11
132.67331210191082,0.3587894901370398,28600.29,23813.0,21771.59857142857,1,0,7,11
110.57764367816091,0.31930178476539944,20829.71,19383.61,21345.414285714283,2,0,8,11
133.26244680851065,0.30571065711163425,19240.51,21263.73,21324.971428571425,3,0,9,11
123.3160975609756,0.304713169718551,25053.34,22844.05,21866.344285714287,4,0,10,11
150.2714193548387,0.3118286403623235,20223.84,19169.07,21492.028571428575,5,1,11,11
134.2282558139535,0.30634917817812496,23292.07,17327.44,22081.028571428567,6,1,12,11
120.75232673267327,0.32156565044239266,23087.260000000002,28600.29,22903.859999999997,0,0,13,11
143.12,0.2863785866071392,24391.97,20829.71,22302.67142857143,1,0,14,11
128.16913513513515,0.2741537091174386,27049.68,19240.51,23191.23857142857,2,0,15,11
126.20008928571428,0.2985532926275211,23711.29,25053.34,23829.92142857143,3,0,16,11
154.54534391534392,0.2953058698562447,28268.82,20223.84,24289.27571428572,4,0,17,11
159.13219178082193,0.3230218600086816,29209.07,23292.07,25572.880000000005,5,1,18,11
